item_a,kind_a,item_b,kind_b,similarity
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_57.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_41.jpg,image,0.7284082770347595
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_58.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_69.jpg,image,0.9103743433952332
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_58.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_8.jpg,image,0.8785082697868347
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_58.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_38.jpg,image,0.8656576871871948
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_59.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_6.jpg,image,0.8071502447128296
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_59.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_84.jpg,image,0.7490615248680115
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_59.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_45.png,image,0.7465763092041016
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_59.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_15.jpg,image,0.7407992482185364
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_6.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_93.jpg,image,0.824511706829071
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_6.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_84.jpg,image,0.8195803165435791
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_60.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_66.jpg,image,0.7802312970161438
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_60.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_84.jpg,image,0.7756168842315674
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_60.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_6.jpg,image,0.7701979875564575
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_61.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_84.jpg,image,0.7507364749908447
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_61.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_56.jpg,image,0.7313351631164551
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_61.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_93.jpg,image,0.7269036173820496
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_61.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_36.jpg,image,0.7269036173820496
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_62.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_37.jpg,image,0.8274954557418823
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_62.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_65.jpg,image,0.8015725016593933
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_62.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_85.jpg,image,0.7975006103515625
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_62.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\c088f273af9079b175766328f726858c384284127729021fee982b7fd97c457a.jpg,image,0.7657425999641418
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_62.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\547af5fc702993993b3ccabd789c598734f3c9f3244f0b21e276168e9cd55e02.png,image,0.74532151222229
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_63.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_70.jpg,image,0.8859736323356628
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_63.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_74.jpg,image,0.7954672574996948
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_63.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_68.jpg,image,0.7827560901641846
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_64.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_92.jpg,image,0.9999997615814209
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_64.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_76.jpg,image,0.750857949256897
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_64.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_72.jpg,image,0.7422211766242981
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_64.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_55.jpg,image,0.7383350133895874
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_65.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_85.jpg,image,0.922570526599884
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_67.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_80.jpg,image,0.7695062160491943
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_67.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_55.jpg,image,0.7384870052337646
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_67.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_25.jpg,image,0.7384870052337646
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_67.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_68.jpg,image,0.732882559299469
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_67.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_1.jpg,image,0.7269601225852966
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_68.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_74.jpg,image,0.8279338479042053
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_69.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_8.jpg,image,0.899728536605835
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_7.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_97.jpg,image,0.8248485922813416
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_7.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_21.jpg,image,0.7572358846664429
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_7.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_94.jpg,image,0.7489582300186157
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_7.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_94.jpg,image,0.7489582300186157
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_70.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_74.jpg,image,0.8202698826789856
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_70.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_68.jpg,image,0.7857967615127563
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_71.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_24.jpg,image,0.8906402587890625
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_71.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_35.jpg,image,0.8805137872695923
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_71.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_28.jpg,image,0.8634322881698608
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_71.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_18.jpg,image,0.8557827472686768
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_71.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_4.jpg,image,0.8492352962493896
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_72.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_76.jpg,image,0.8563096523284912
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_72.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_42.jpg,image,0.7642235159873962
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_72.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_12.jpg,image,0.7480237483978271
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_73.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_24.jpg,image,0.9010376930236816
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_73.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_28.jpg,image,0.8900209665298462
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_73.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_8.jpg,image,0.8827358484268188
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_73.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_35.jpg,image,0.8814632892608643
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_73.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_13.jpg,image,0.8719334006309509
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_75.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_91.jpg,image,0.8937551975250244
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_75.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_35.jpg,image,0.8824493288993835
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_75.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_82.jpg,image,0.88015216588974
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_76.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_99.jpg,image,0.788837730884552
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_76.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_31.jpg,image,0.7886798977851868
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_77.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_85.jpg,image,0.8048299551010132
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_77.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_37.jpg,image,0.7782813906669617
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_77.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\c088f273af9079b175766328f726858c384284127729021fee982b7fd97c457a.jpg,image,0.7741032838821411
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_77.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\547af5fc702993993b3ccabd789c598734f3c9f3244f0b21e276168e9cd55e02.png,image,0.7721322774887085
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_77.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_65.jpg,image,0.7656887173652649
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_78.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_28.jpg,image,0.8564490079879761
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_78.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_18.jpg,image,0.847075879573822
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_78.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_75.jpg,image,0.844721794128418
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_78.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_91.jpg,image,0.8402014970779419
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_78.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_79.jpg,image,0.8353094458580017
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_79.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_91.jpg,image,0.8412189483642578
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_79.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_18.jpg,image,0.8311580419540405
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_79.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_28.jpg,image,0.8272579908370972
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_80.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_86.jpg,image,0.7284679412841797
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_80.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_58.jpg,image,0.7247248888015747
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_80.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_15.jpg,image,0.7240676283836365
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_80.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_82.jpg,image,0.7227191925048828
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_81.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_89.jpg,image,0.7829592227935791
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_81.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_55.jpg,image,0.7281578779220581
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_81.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_25.jpg,image,0.7281578779220581
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_81.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_41.jpg,image,0.7149229645729065
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_82.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_24.jpg,image,0.9016740322113037
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_82.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_8.jpg,image,0.8998651504516602
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_82.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_35.jpg,image,0.8915276527404785
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_82.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_28.jpg,image,0.8815540075302124
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_83.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_53.jpg,image,0.7659198045730591
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_83.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_87.jpg,image,0.7636587619781494
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_83.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_15.jpg,image,0.7571398019790649
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_83.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_82.jpg,image,0.7506858110427856
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_83.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_86.jpg,image,0.7506221532821655
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_84.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_93.jpg,image,0.8419158458709717
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_86.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_69.jpg,image,0.8683544993400574
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_86.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_58.jpg,image,0.862274706363678
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_86.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_15.jpg,image,0.860451340675354
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_86.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_38.jpg,image,0.8450890779495239
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_86.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_87.jpg,image,0.8392804265022278
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_87.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_69.jpg,image,0.8891118764877319
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_87.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_35.jpg,image,0.8843767642974854
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_87.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_15.jpg,image,0.8827407360076904
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_87.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_24.jpg,image,0.8810906410217285
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_87.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_28.jpg,image,0.8751027584075928
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_88.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_93.jpg,image,0.7960995435714722
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_88.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_36.jpg,image,0.7960995435714722
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_88.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_10.jpg,image,0.7917118072509766
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_88.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_84.jpg,image,0.7906545400619507
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_88.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_90.jpg,image,0.7897968292236328
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_89.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_53.jpg,image,0.7521846294403076
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_89.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_28.jpg,image,0.7521545886993408
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_89.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_15.jpg,image,0.7484093308448792
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_89.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_83.jpg,image,0.7475301027297974
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_9.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_84.jpg,image,0.8027496337890625
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_9.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_93.jpg,image,0.7973512411117554
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_9.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_36.jpg,image,0.7973512411117554
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_9.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_90.jpg,image,0.7725432515144348
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_9.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_10.jpg,image,0.7526715993881226
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_90.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_54.jpg,image,0.8006933927536011
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_90.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_84.jpg,image,0.7879761457443237
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_90.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_93.jpg,image,0.787675678730011
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_90.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_36.jpg,image,0.787675678730011
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_91.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_35.jpg,image,0.8760102987289429
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_91.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_24.jpg,image,0.8588286638259888
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_92.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_76.jpg,image,0.750857949256897
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_92.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_72.jpg,image,0.7422211766242981
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_92.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_2.jpg,image,0.7422211766242981
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_92.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_55.jpg,image,0.7383350133895874
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_94.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_94.jpg,image,0.9999999403953552
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_94.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_96.jpg,image,0.8891706466674805
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_94.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_96.jpg,image,0.8891706466674805
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_94.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_8.jpg,image,0.8753979206085205
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_94.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_41.jpg,image,0.8691393136978149
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_95.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_8.jpg,image,0.8280332088470459
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_95.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_41.jpg,image,0.825979471206665
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_95.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_38.jpg,image,0.8247690796852112
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_95.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_35.jpg,image,0.8089896440505981
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_95.png,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_82.jpg,image,0.8086580038070679
C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\image_96.jpg,image,C:\Users\ZhanYi\PycharmProjects\AiCustomer\ocr_test\img\error\image_96.jpg,image,0.9999998807907104
